# labjack output single read of stream
# Settings:
#   DEVICE_TYPE:              T7
#   CONNECTION_TYPE:          ETHERNET
#   IP:                       142.90.100.26
#   STREAM_TRIGGER_INDEX:     0
#   STREAM_CLOCK_SOURCE:      0
#   STREAM_RESOLUTION_INDEX:  0
#   STREAM_SETTLING_US:       0
#   AIN_ALL_RANGE:            0
#   AIN_ALL_NEGATIVE_CH:      199
# Scan rate of last read:    100.0 Hz
#
# File written at 2023-04-26 16:48:25.299399
# 
# START stream 2023-04-26 16:48:12.699770
#
dt (s),CH1x,CH1y,CH1z
0.0,0.02217954955995083,0.1716577559709549,0.4050203561782837
0.01,0.02091812901198864,0.1716577559709549,0.4050203561782837
0.02,0.021233484148979187,0.1710270494222641,0.4043896496295929
0.03,0.020602773874998093,0.1710270494222641,0.4053357243537903
0.04,0.020602773874998093,0.1719731092453003,0.40817391872406006
0.05,0.02091812901198864,0.17323453724384308,0.40754321217536926
0.06,0.021233484148979187,0.17323453724384308,0.40817391872406006
0.07,0.02091812901198864,0.17354989051818848,0.40817391872406006
0.08,0.020602773874998093,0.17354989051818848,0.40817391872406006
0.09,0.021233484148979187,0.17323453724384308,0.40754321217536926
