# labjack output summary file
# Data taken with Mag690-FL1000 #410, test of pushstick with full set up, 
# miniMSR degaussed with B0 and SCM one, miniB0 V=0.089V, I=0.069A, 
# miniSCM V=2.5V set using PS channel 3, saddle on at I=0.079, V=0.238 at about 19.9 cm from the msr wall
# Settings:
#   DEVICE_TYPE:              T7
#   CONNECTION_TYPE:          ETHERNET
#   IP:                       142.90.100.26
#   l_out:                    92.7
#   l_scm:                    43
#   FG number:                410
#   B0coil Current:                0.069
#   SCMcoil Current:                None
#   Saddlecoil Current:                0.079
#   SCmcoil Voltage:          2.5
#   STREAM_TRIGGER_INDEX:     0
#   STREAM_CLOCK_SOURCE:      0
#   STREAM_RESOLUTION_INDEX:  0
#   STREAM_SETTLING_US:       0
#   AIN_ALL_RANGE:            0
#   AIN_ALL_NEGATIVE_CH:      199
# Scan rate of last read:    100 Hz
#
# File started at 2023-04-27 16:48:06.321066
# 
time [s],distance [cm],CH1x mean,CH1y mean,CH1z mean,CH1x std,CH1y std,CH1z std
2023-04-27 16:48:19.292027,55.0,0.1660267790555954,0.5140637744665146,4.417979957580567,0.00029261622981441375,0.00038398871095433987,0.0008738064166388655
2023-04-27 16:49:04.199698,56.0,0.14407619377970696,0.4950100367665291,3.720389687538147,0.00032995440235412997,0.00037806603961128824,0.0009542984460715155
2023-04-27 16:49:30.311544,57.0,0.11444166365265847,0.48179413694143297,3.091062442779541,0.0003396438098387021,0.0004419062371494762,0.0009846674520999589
2023-04-27 16:49:49.417635,58.0,0.10408793261647224,0.47003707879781725,2.5958569326400758,0.0003297593471732742,0.00036062895608790225,0.0009454151250130815
2023-04-27 16:50:09.653889,59.0,0.08998589353263378,0.4589176754951477,2.1600244727134705,0.0002736957129424426,0.0003785265953925688,0.0008745050132092983
2023-04-27 16:50:37.224767,60.0,0.08489858685433864,0.44981148141622546,1.8575997858047486,0.00027996103874942035,0.00040139447714801393,0.0008741283791332565
2023-04-27 16:50:59.570288,61.0,0.07961134934425354,0.4409272972941399,1.6047583510875703,0.00027593162885637776,0.00039211494388294207,0.0008538940023670358
2023-04-27 16:51:40.052636,62.0,0.06303629621863366,0.4322821664214134,1.4034048793315888,0.00028281095186639076,0.00040712034146144177,0.0008558996318182729
2023-04-27 16:51:58.440045,63.0,0.06334408368170262,0.4240488848686218,1.2321167438030243,0.00027170492375212915,0.0003907699597507402,0.0008524480366888036
2023-04-27 16:52:28.085694,64.0,0.06266291455924511,0.41394238567352293,1.0943211495876313,0.0002820134002828789,0.00040013500387212547,0.0008303865304340326
2023-04-27 16:52:43.364213,65.0,0.05944440354406834,0.40273593270778657,0.9930304297208786,0.00027003642295916387,0.0003671113358211922,0.0008241616933200532
2023-04-27 16:53:36.312337,66.0,0.05864718687534332,0.38452860569953917,0.9018632383346558,0.0002924686568533659,0.0003927010952188794,0.0008266749111816801
2023-04-27 16:53:53.085759,67.0,0.05933907525241375,0.3561252267360687,0.8312678899765015,0.0002749129287481574,0.0004260631137407807,0.0008473448321922078
2023-04-27 16:54:06.083109,68.0,0.053024408556520936,0.3204503884911537,0.7694911326169968,0.0002529108857677136,0.00036428836806774565,0.0008244044822108423
2023-04-27 16:55:00.253580,69.0,0.05267941125482321,0.2963585363030434,0.721140296459198,0.00028712834241685387,0.0004222315829912388,0.0008236803980762947
2023-04-27 16:55:20.612091,70.0,0.056017126999795434,0.28021237045526504,0.6810328260660171,0.00028620064645480176,0.00040488178270117514,0.0008215038034754736
2023-04-27 16:55:36.540238,71.0,0.052795461475849154,0.2672727263569832,0.647450057387352,0.0002839174496838808,0.00041577627614025294,0.0008315091390947495
2023-04-27 16:56:00.493541,72.0,0.05161414232105017,0.2546408737301826,0.620019852757454,0.00028511168763375246,0.0004260759387379981,0.0008132552340442792
2023-04-27 16:56:22.406078,73.0,0.049776884958148006,0.24200018510222435,0.5983625545501708,0.0002826719139237393,0.00041719147446308636,0.0008559918860596722
2023-04-27 16:56:38.084880,74.0,0.04872549112141132,0.22936518031358719,0.5811839100122452,0.00033082457618049667,0.00039778536748714363,0.0008241109090250182
2023-04-27 16:56:51.282422,75.0,0.047748522713780404,0.21695281574130057,0.5664839489459992,0.00028613098042740343,0.000370367263729161,0.0008242590163321496
2023-04-27 16:57:09.847876,76.0,0.04685480635613203,0.20688415729999543,0.5537839825153351,0.0002819002894960382,0.0003922934086618968,0.0008396637481619058
2023-04-27 16:57:27.314155,77.0,0.04542183419317007,0.20465586259961127,0.5428790131807327,0.0002888339405851403,0.00040707905719635597,0.0008549009620998887
2023-04-27 16:57:40.059042,78.0,0.04486870119720698,0.21331802865862845,0.5337293045520782,0.0002846813036677789,0.00035247700936696436,0.0007963620571283495
2023-04-27 16:57:53.313674,79.0,0.04325723846256733,0.21758352240920067,0.5266205704212189,0.0002940581279686595,0.0005497155010765432,0.0009674401908945842
2023-04-27 16:58:06.751338,80.0,0.04293936066329479,0.20588448697328568,0.5132589901685715,0.00028112440701071517,0.0006160683982804089,0.0010236736269960717
2023-04-27 16:58:22.155529,81.0,0.0428737667798996,0.18943178850412368,0.5056589351892471,0.0002905401655969696,0.000610393359202551,0.0010267608267273498
2023-04-27 16:58:40.143821,82.0,0.04005197069793939,0.1702102824151516,0.49865049046278,0.000278743811814179,0.0006030796750154049,0.0010543007803225535
2023-04-27 16:58:53.110474,83.0,0.03803369991481304,0.15165416660904885,0.4927192966341972,0.0002786005982807904,0.0005658703061205107,0.0009861269351718598
