# labjack output single read of stream
# Settings:
#   DEVICE_TYPE:              T7
#   CONNECTION_TYPE:          ETHERNET
#   IP:                       142.90.100.26
#   STREAM_TRIGGER_INDEX:     0
#   STREAM_CLOCK_SOURCE:      0
#   STREAM_RESOLUTION_INDEX:  0
#   STREAM_SETTLING_US:       0
#   AIN_ALL_RANGE:            0
#   AIN_ALL_NEGATIVE_CH:      199
# Scan rate of last read:    100.0 Hz
#
# File written at 2023-04-25 17:01:14.951123
# 
# START stream 2023-04-25 17:01:13.952317
#
dt (s),CH1x,CH1y,CH1z
0.0,0.010196063667535782,-0.0030493394006043673,0.004204321186989546
0.01,0.008303934708237648,-0.0027339330408722162,0.0038889662828296423
0.02,0.00861928891390562,-0.0027339330408722162,0.0032582564745098352
0.03,0.008303934708237648,-0.0024185264483094215,0.0038889662828296423
0.04,0.008303934708237648,-0.0021031200885772705,0.0035736113786697388
0.05,0.00861928891390562,-0.0027339330408722162,0.0032582564745098352
0.06,0.00861928891390562,-0.0030493394006043673,0.0032582564745098352
0.07,0.00861928891390562,-0.0027339330408722162,0.0038889662828296423
0.08,0.00861928891390562,-0.0021031200885772705,0.004835030995309353
0.09,0.008303934708237648,-0.0017877137288451195,0.006411805283278227
0.1,0.008303934708237648,-0.0005260880570858717,0.006411805283278227
0.11,0.00861928891390562,-0.0005260880570858717,0.006411805283278227
0.12,0.008303934708237648,-0.0008414944750256836,0.006411805283278227
0.13,0.008934644050896168,-0.0005260880570858717,0.006411805283278227
0.14,0.0079885795712471,-0.0011569008929654956,0.006411805283278227
0.15,0.008934644050896168,-0.0008414944750256836,0.006411805283278227
0.16,0.008303934708237648,-0.0014723072526976466,0.006411805283278227
0.17,0.00861928891390562,-0.0008414944750256836,0.007042515091598034
0.18,0.00861928891390562,-0.0011569008929654956,0.006727159954607487
0.19,0.00861928891390562,-0.0005260880570858717,0.006727159954607487
0.2,0.0079885795712471,-0.0011569008929654956,0.007042515091598034
0.21,0.0079885795712471,-0.0011569008929654956,0.007042515091598034
0.22,0.0079885795712471,-0.0014723072526976466,0.007042515091598034
0.23,0.008303934708237648,-0.0008414944750256836,0.007673224899917841
0.24,0.0079885795712471,-0.0011569008929654956,0.007042515091598034
0.25,0.00861928891390562,-0.0008414944750256836,0.007042515091598034
0.26,0.008303934708237648,-0.0011569008929654956,0.007042515091598034
0.27,0.00861928891390562,-0.0011569008929654956,0.007357869762927294
0.28,0.0079885795712471,-0.0011569008929654956,0.006411805283278227
0.29,0.00861928891390562,-0.0008414944750256836,0.006411805283278227
0.3,0.00861928891390562,-0.0011569008929654956,0.006727159954607487
0.31,0.0079885795712471,-0.0014723072526976466,0.00609645014628768
0.32,0.0079885795712471,-0.0011569008929654956,0.007042515091598034
0.33,0.007673224899917841,-0.0014723072526976466,0.006411805283278227
0.34,0.008303934708237648,-0.0008414944750256836,0.007042515091598034
0.35000000000000003,0.008303934708237648,-0.0014723072526976466,0.007042515091598034
0.36,0.008934644050896168,-0.0005260880570858717,0.007357869762927294
0.37,0.008303934708237648,-0.0011569008929654956,0.007042515091598034
0.38,0.008934644050896168,-0.0005260880570858717,0.007357869762927294
0.39,0.0079885795712471,-0.0014723072526976466,0.006411805283278227
0.4,0.008303934708237648,-0.0014723072526976466,0.006411805283278227
0.41000000000000003,0.0079885795712471,-0.0014723072526976466,0.007042515091598034
0.42,0.008303934708237648,-0.0014723072526976466,0.00609645014628768
0.43,0.00861928891390562,-0.0011569008929654956,0.007042515091598034
0.44,0.008303934708237648,-0.0014723072526976466,0.00609645014628768
0.45,0.008303934708237648,-0.0011569008929654956,0.006727159954607487
0.46,0.0079885795712471,-0.0021031200885772705,0.006411805283278227
0.47000000000000003,0.00861928891390562,-0.0017877137288451195,0.007042515091598034
0.48,0.008303934708237648,-0.0017877137288451195,0.006727159954607487
0.49,0.00861928891390562,-0.0014723072526976466,0.007042515091598034
