# labjack output multiple reads of stream
# Settings:
#   DEVICE_TYPE:              T7
#   CONNECTION_TYPE:          ETHERNET
#   IP:                       142.90.100.26
#   STREAM_TRIGGER_INDEX:     0
#   STREAM_CLOCK_SOURCE:      0
#   STREAM_RESOLUTION_INDEX:  0
#   STREAM_SETTLING_US:       0
#   AIN_ALL_RANGE:            0
#   AIN_ALL_NEGATIVE_CH:      199
# Scan rate of last read:    100.0 Hz
#
# File written at 2023-04-18 17:27:13.836887
# 
START stream 2023-04-18 17:26:06.134907
dt (s),CH1x,CH1y,CH1z
0.0,0.010826773010194302,-0.0024185264483094215,0.0035736113786697388
0.01,0.00861928891390562,-0.0024185264483094215,0.0038889662828296423
0.02,0.00861928891390562,-0.0021031200885772705,0.0038889662828296423
0.03,0.008303934708237648,-0.0030493394006043673,0.0038889662828296423
0.04,0.00861928891390562,-0.0030493394006043673,0.0038889662828296423
0.05,0.008934644050896168,-0.0030493394006043673,0.0035736113786697388
0.06,0.008303934708237648,-0.0027339330408722162,0.0035736113786697388
0.07,0.0079885795712471,-0.0024185264483094215,0.0038889662828296423
0.08,0.0079885795712471,-0.0021031200885772705,0.005150385666638613
0.09,0.008934644050896168,-0.0011569008929654956,0.006411805283278227
0.1,0.00861928891390562,0.00010470767301740125,0.007042515091598034
0.11,0.008934644050896168,-0.00021068162459414452,0.006727159954607487
0.12,0.008934644050896168,0.00010470767301740125,0.006727159954607487
0.13,0.008303934708237648,0.0004200625407975167,0.007357869762927294
0.14,0.008934644050896168,-0.0005260880570858717,0.006411805283278227
0.15,0.00861928891390562,-0.0005260880570858717,0.007042515091598034
0.16,0.00861928891390562,-0.00021068162459414452,0.007042515091598034
0.17,0.008934644050896168,-0.0005260880570858717,0.006411805283278227
0.18,0.008303934708237648,0.00010470767301740125,0.007042515091598034
0.19,0.008303934708237648,-0.0005260880570858717,0.007042515091598034
0.2,0.00861928891390562,-0.0005260880570858717,0.006727159954607487
0.21,0.008303934708237648,-0.0005260880570858717,0.006727159954607487
0.22,0.00861928891390562,-0.00021068162459414452,0.007042515091598034
0.23,0.008934644050896168,-0.0005260880570858717,0.007042515091598034
0.24,0.008303934708237648,-0.0008414944750256836,0.007042515091598034
